ID,Name in English,Countries,Country codes alpha 3,ISO639-3 codes,Degree of endangerment,Alternate names,Name in the language,Number of speakers 2024,Sources,Latitude,Longitude,Description of the location
885,Sioux,United States of America,USA,dak,Vulnerable,"Sioux covers several dialects: Santee-Sisston (Dakota), Yankton-Yanttonai, and Teton (Lakota).",,25000,"Victor Golla, Ives Goddard, Lyle Campbell, Marianne Mithun, and Mauricio Mixco. 2007. North America. Atlas of the World’s Languages (2nd. edition), ed. by R.E. Asher and C.J. Moseley, 7-44.  London: Routledge. ",43.0588,-102.5244,"The Santee-Sisseton (Dakota) dialect is spoken in at least 15  dispersed reservation communities in Minnesota, Manitoba, and Saskatchewan, and in the eastern parts of Nebraska and the Dakotas.  The Yankton-Yanktonai dialect is primarily spoken on the Yankton and Crow Creek Reservations in South Dakota, and on the northern part of the Standing Rock Reservation in North Dakota, with speakers on the Devils Lake and Fort Peck Reservations in North Dakota and on a few reserves in Saskatchewan.  Teton (Lakota) is the dialect of the Cheyenne River, Lower Brule, Pine Ridge, Rosebud, and Sisseton Reservations of South Dakota,  the southern part of the Standing Rock Reservation in South Dakota, and  Wood Mountain Reserve in Saskatchewan.  There are numerous off-reservation Sioux speakers, in Rapid City, Minneapolis, and other cities in the upper Midwest."
699,Tamazight (Beni Iznassen),Morocco,MAR,rif,Definitely endangered,Berber; Tachelhiyt; Tashelhit; Chelha; Yeznasniyya; Tayeznasniyt; Tmazight nayt Izznassen,,25000,"Estimates based on field investigation.

",34.7506,-2.1917,"North-Eastern  Morocco.  At urban centre of Berkane and surrounding  villages.  The main locations are: Aklim,  Madagh, Aghbal, Tafoughalt, Chouihiyya, Sidi Bouhouriyya, Aghbal, Fezouane. Subdivisions are Ayt Atiq, Ayt Khaled, Ayt Ouriemmech and Ayt Mengouch. 
Though close to Tarifit (Riffi) with characteristics in common,Beni Iznassen TamazighT is not a variety of Tarifit."
1061,Tsakhur,"Azerbaijan, Russian Federation","AZE, RUS",tkr,Definitely endangered,,,25000,"Б. Б. Талибов: Цахурский язык. — Языки Российской Федерации и соседних государств: энциклопедия III. Москва: Наука, 2005.",41.6523,46.9775,"sixteen villages in Zakatala (Zaqatala) and Kakh (Qax) counties, Azerbaijan; thirteen villages in Rutul County in the Republic of Daghestan, the Russian Federation"
1964,Warao,"Guyana, Venezuela (Bolivarian Republic of)","GUY, VEN",wba,Definitely endangered,,,25000,"Mosonyi and Mosonyi (2000), 'Manual de lenguas indígenas de Venezuela'",8.6027,-61.3806,The delta of the Orinoco (Amacuro territory) with extensions in Monagas and Sucre. Additional communities in Guyana.
1169,Majhi,Nepal,NPL,bmj,Severely endangered,माझी; Boṭ; Bote-Majhi,,24664,"Driem, George van. 2001. Languages of the Himalayas. Volumes 1 and 2. Hand-book of Oriental Studies. Section Two: India. Leiden/Boston/Köln: Brill.

Driem, George van. 2007. 'South Asia and the Middle East', pp. 283-347 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.

ethnologue.com",27.9208,83.5082,Several districts along the rivers Nāraāyaṇī and Saptagaṇḍakī
1501,Jone,China,CHN,cda,Definitely endangered,Joni; Choni; Jone Tibetan; Joni Tibetan,,24000,,34.5947,103.5653,Jonê County of Gansu Province
1037,Andi,Russian Federation,RUS,ani,Definitely endangered,,,23729,"М. Е. Алексеев: Андийский язык. — Языки Российской Федерации и соседних государств: энциклопедия I. Москва: Наука, 1997.",42.7308,46.2963,"nine villages, including Andi, Muni (Munib), and Kvankhidatl’, in Botlikh County in the Republic of Daghestan"
599,Guambiano,Colombia,COL,gum,Definitely endangered,Misag,,23462,"CRIC - Base de Datos Sociolingüística - Análisis preliminar - 2008 
Arango and Sánchez, 'Los pueblos indígenas de Colombia' (2004)
Rodríguez en González, 'Lenguas indígenas de Colombia' (2000)
",2.6138,-76.3906,"Mainly municipality of Silvia; other municipalities: Totoró, Caldono, Jambaló, Morales (department of Cauca). La Plata (department of Huila)."
1164,Anal,India,IND,anm,Vulnerable,,,23000,,24.1517,93.9385,
1802,Hawrami,"Iran (Islamic Republic of), Iraq","IRN, IRQ","bjm, hac, sdb, sdf",Definitely endangered,"Hewrami, Howrami, Hawramani, Awromani, Gurani, Gorani",,23000,,35.4259,46.2551,"Western part of Kordestan province, Iran, also spoken in Iran."
1203,Juang,India,IND,jun,Definitely endangered,,,23000,,21.0742,85.6164,"Orissa, Keonjhar,  Angul and Dhenkanal districts."
1173,Tiwa,India,IND,lax,Definitely endangered,Lalung,,23000,,25.7801,92.5927,"Assam, Kamrup, Marigaon districts and Karbi Anglong districts"
1901,Embera (Panama),Panama,PAN,"emp, cmi, cto, sja, bdc, tdc, crf",Vulnerable,Chocó,,22485,Census 2000,8.1179,-77.7429,Darién
1306,Ediamat,Guinea-Bissau,GNB,eja,Vulnerable,Ejamat,,22025,"Ethnologue, Adjaratou Sall",12.2621,-16.5289,
1178,Mara,India,IND,mrh,Definitely endangered,"Lakher, Zao, Maram, Mira",,22000,,23.5237,92.9003,"Mizoram, Chhimtuipui Dt."
1157,Maring,India,IND,nng,Vulnerable,,,22000,,24.6769,94.3835,"Manipur, Chandel Dt."
1386,Polci cluster,Nigeria,NGA,plj,Definitely endangered,,,22000,Roger Blench,9.9742,9.3328,
1461,Sarikoli,China,CHN,srh,Definitely endangered,"Sarikuli, Sarykoly, Sariqoli, Sariquli, сариқули",,22000,"A. Elnazarov, personal research",37.9463,75.1272,"Tashkorgan Tajik Autonomous County, Xinjiang Province"
63,Krongo,Sudan,SDN,kgo,Definitely endangered,,,21688,"C. Stevenson, Ethnologue",10.585,29.8883,
1779,Ashtiani,Iran (Islamic Republic of),IRN,atn,Definitely endangered,"Astiani, Ashtiyani",,21000,,34.4861,51.0562,"Ashtiyan and Tafresh, Markazi Province"
1799,Khunsari,Iran (Islamic Republic of),IRN,kfm,Definitely endangered,,,21000,,32.8795,51.6796,"Esfahan Pronince, Iran"
2300,Semnani,Iran (Islamic Republic of),IRN,"lsa, sgr, smy, sqo",Definitely endangered,"Lasgerdi, Sangisari, Sorkhei",,21000,"George van Driem in the Encyclopaedia of World Endangered Languages, ed by Christopher Moseley. 2007, p.283-348",34.8679,53.4924,"Semnan Province, Iran"
277,Plains Cree,Canada,CAN,crk,Vulnerable,,,20933,"1996 and 2001 Censuses, Statistics Canada; based on the Department of Canadian Heritage customized census retrievals
UNESCO Atlas 2nd edition (Wurm (2001))
Ethnologue: Languages of the World (Gordon, (2005))
http://www.aboriginalcanada.gc.ca/acp/community/site.nsf/index_en.html
http://en.wikipedia.org/wiki/Portal:Contents",56.3544,-113.8345,Spread over 124 communities in Canada
1273,Higher Reservoir Mazatec,Mexico,MEX,,Vulnerable,enna,,20665,Census 2000 and information provided by INALI,18.158,-96.7045,Municipalities of San José Tenango and San José Indepandencia in the state of Oaxaca
1280,Chilchotla Mazatec,Mexico,MEX,,Vulnerable," en naxo tota, en nda xo, Northern Mazatec",,20585,Census 2000 and information provided by INALI,18.2934,-96.7029,"Municipalities of Santa María Chilchotla and San Mateo Yoloxochitlán, state of Oaxaca"
955,"Zapotec of the Valleys, middle northwest",Mexico,MEX,,Definitely endangered,dixsà,,20448,"Contributor:  Thomas C. Smith Stark, Census 2000 and information provided by INALI",17.05,-96.6333,"Locality of Santa María del Tule, state of Oaxaca"
2443,Aluo,China,CHN,yna,Definitely endangered,"Laka, Gan Yi",,20000,Bradley 2007,25.9368,102.1839,
978,Bangni,India,IND,,Vulnerable,"Bangru, Bengru, Nyishi, Nishi, Nisi",,20000,,28.0331,93.0651,Kurung Kumey Dt.
1990,Bru,Thailand,THA,brv,Definitely endangered,,,20000,,15.3174,105.4938,
1252,Cho-ca-nga-ca-kha,Bhutan,BTN,cgk,Definitely endangered,"Chocangacakha; Maphekha, Rtsamangpa'ikha; Tsagkaglingpa'ikha; Kursmadkha",,20000,"Driem, George van. 1991. Report on the First Linguistic Survey of Bhutan. Thimphu: Royal Government of Bhutan.

Driem, George van. 2001. Languages of the Himalayas. Volumes 1 and 2. Hand-book of Oriental Studies. Section Two: India. Leiden/Boston/Köln: Brill.

Driem, George van. 2007. 'South Asia and the Middle East', pp. 283-347 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.

ethnologue.com

",27.4107,91.2277,Monggar and Lhüntsi districts
1448,Crimean Tatar (Dobruja),"Bulgaria, Romania","BGR, ROU","crh, jct",Severely endangered,крымскотатарский (ru),,20000,,43.9414,28.3062,"central and southern Dobruja around Biulbiul, Topraisar, Azaplar, Murfatlar, Castelu, Osmancea, Bairamdede, Romania, and adjacent areas in Bulgaria"
436,Dhimal,Nepal,NPL,dhi,Severely endangered,धिमाल,,20000,"King, John T. 2008. A Grammar of Dhimal. Ph.D. Dissertation. Leiden University.

Driem, George van. 2001. Languages of the Himalayas. Volumes 1 and 2. Hand-book of Oriental Studies. Section Two: India. Leiden/Boston/Köln: Brill.

Driem, George van. 2007. 'South Asia and the Middle East', pp. 283-347 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.",26.6192,87.4635,Jhāpā and Moraṅ districts.
1614,Griko (Salento),Italy,ITA,ell,Severely endangered,,,20000,,40.1578,18.2208,the Salento peninsula in Lecce Province in southern Apulia; an outlying dialect of Greek not listed separately by the SIL
1878,Kaiowá Guarani,Brazil,BRA,"kgk, pta",Vulnerable,"Kaiova, Paï-Tavyterã, Tembekuára",,20000,"www.socioambiental.org
Moore, 2008, IBGE databank 
Moore, 2008, Scientific American (Brasil)
",-21.5812,-55.0759,
327,Karelian (Karelia),"Finland, Russian Federation","FIN, RUS",krl,Definitely endangered,,,20000,"Eberhard Winkler: Karelisch. — Lexikon der Sprachen des europäischen Ostens. Herausgegeben von Miloš Okuka unter Mitwirkung von Gerald Krenn. Wieser Enzyklopädie des europäischen Ostens 10; Klagenfurt: Wieser, 2002. 667–672.",63.0474,33.4616,"Loukhi, Kem’, Kalevala and Muyezerskiy counties, the western parts of Belomorsk, Segezha and Medvezh’yegorsk counties, the southwestern part of Kondopoga County and the Porosozero region of Suoyarvi (Suojärvi) County of the Republic of Karelia, the Russian Federation; in Finland, Karelian is spoken by people evacuated in 1940 and 1944 from former Finnish territories including Suojärvi, Suistamo and Korpiselkä counties, currently the central parts of Suoyarvi (Suojärvi) County in the Republic of Karelia, and in two border villages in Suomussalmi County in Oulu Province"
1152,Khoirao,India,IND,nki,Vulnerable,Koirao,,20000,,25.2198,94.1583,"Manipur, Senapati District"
1185,Manchad,India,IND,lae,Vulnerable," Manchati, Pattani, Patani, Chamba, Chamba Lahuli, Lahuli",,20000,,32.6578,77.5415,"Himachal Pradesh, Lahul valley, Pattan, Chamba-Lahul and lower Mayar valleys."
1337,Mariupolitan Greek,Ukraine,UKR,ell,Severely endangered,Crimean Greek; Tauro-Romaic,,20000,,47.1364,37.5444,"originally the south of the Crimea, from where its speakers moved to the shores of the Azovan Sea in the Ukraine in the 1770s, and founded the city of Mariupol’ (Zhdanov) and several villages in what is now Donets’k (Donetsk) Province; an outlying dialect of Greek not listed separately by the SIL"
985,Padam,India,IND,,Vulnerable,Adi,,20000,,28.2463,95.3668,"Arunachal Pradesh, mostly in East Siang Dt.,; some in Lower Dibang Valley Dt."
1965,Pemon (Venezuela),"Guyana, Venezuela (Bolivarian Republic of)","GUY, VEN",aoc,Vulnerable,,,20000,"Mosonyi and Mosonyi (2000), 'Manual de lenguas indígenas de Venezuela'
Queixalós and Renault-Lescure (2000), 'As línguas amazônicas hoje'",5.1347,-61.853,The southeastern plains of the state of Bolívar (Venezuela). Adjacent areas of Guyana. 
1995,Tacenwit,Algeria,DZA,cnu,Vulnerable,"Tachenuit, Chenoui, Chenoua, Haqbaylit, Taqbaylit",,20000,"Laoust, Chaker, ",36.5703,2.2892,"Mont Chenoua, Tipaza, Nador, Bou Ismail, Tenes, Cherchell, Hamadia, Gouraya, Damous, Oued Damous, Larhat, Marceau, Sidi Amar, Nador, Tipaza, Sidi Mousa, Ain Tagourirt"
1502,Tangwang,China,CHN,,Definitely endangered,,,20000,"Mei W. Lee-Smith: The Tangwang language. — Atlas of languages of intercultural communication in the Pacific, Asia, and the Americas. Edited by Stephen A. Wurm & Peter Mühlhäusler & Darrell T. Tryon. Volume II, 2. Trends in Linguistics, Documentation 13, 2; Berlin: Mouton de Gruyter, 1996. 875–822.",35.7643,102.8979,"the northeastern corner of Dongxiang Autonomous County in Linxia Hui Autonomous Prefecture, Gansu Province"
2090,Western Neo-Aramaic,Syrian Arab Republic,SYR,amw,Definitely endangered,"Ma'lula,  Siryoon, Aroomay
",,20000,"W. Arnold (2008, p.c.).  
W. Arnold, Lehrbuch des Neuwestaramäischen. Semitica Viva: Series Didactica; Band 1, Wiesbaden 1989. 
Recordings of the language can be found in the Semitic Sound Archive of the University of Heidelberg: http://www.semarch.uni-hd.de/index.php4?〈=en",33.8339,36.5405,"3 villages in Syria, in the mountains 50km northeast of Damascus (Ma'luula,  Bax'a, Jubb'adiin)"
1438,Yaghnobi,Tajikistan,TJK,yai,Definitely endangered,яғноби,,20000,"Studies in Languages of Tajikistan' edited by John M.Clifton, 2005",38.5632,68.4475,"Zafarobod district, adminitrative regions of Hisor and Varzob, Tajikistan"
2224,Yaw,Myanmar,MMR,,Definitely endangered,,,20000,,21.6,94.8333,
1405,Yeyi,Botswana,BWA,yey,Definitely endangered,Yei,,20000,"Gabriele Sommer, Ethnoloque",-19.4562,23.2031,"In Maun, settlements east and west of the Okavango swamps. "
1680,Boro,,,bwo,Definitely endangered,Shinasha,,19878,"Census, Zelealem Leyew",10.3581,35.0024,
384,Sorbian,Germany,DEU,"dsb, hsb",Definitely endangered,Lusatian; Wendish,,19500,"Gunter Spiess: Niedersorbisch; Tadeusz Lewaszkiewicz: Obersorbisch. — Lexikon der Sprachen des europäischen Ostens. Herausgegeben von Miloš Okuka unter Mitwirkung von Gerald Krenn. Wieser Enzyklopädie des europäischen Ostens 10; Klagenfurt: Wieser, 2002. 343–354.",51.5001,14.4744,Lusatia (Lausitz [Łužica or Łužyca]) region around Cottbus (Chośebuz) and in the Spreewald (Błota) area in Brandenburg (lower Lusatia) and in and around Bautzen (Budyšin) in Saxony (upper Lusatia); two literary standards Lower Sorbian and Upper Sorbian
1187,Biete,India,IND,biu,Definitely endangered,"Baite, Bete, Biate",,19000,"See van Driem Languages of the Himalayas, 2001, p. 589",25.6514,93.2409,Karbi Anglong Dt.
1189,Hrangkhol,India,IND,hra,Vulnerable,,,19000,"see van Driem, Languages of the Himalayas, 2001, p. 589",24.1467,92.3071,"Tripura, mostly in Dhalai Dt."
1959,Terena,Brazil,BRA,ter,Severely endangered,"Terêna, Tereno",,19000,"www.socioambiental.org
Moore, 2008, IBGE databank 
Moore, 2008, Scientific American (Brasil)
",-20.2841,-55.4638,"Brazil, States of Mato Grosso do Sul, Mato Grosso and São Paulo"
1595,Kati,"Pakistan, Afghanistan","PAK, AFG","bsh, xvi",Definitely endangered,"Bashgali, kâmk'ata, mumkSt'a viri, Kativiri, Nuristani, Kamkata-viri; Kamviri (dialect)",,18700,"Richard F. Strand , http://users.sedona.net/~strand/
",35.3845,71.3177,"Bashgal valley and Papruk valley, Nuristan province of Afghanistan and Chitral district in NWFP, Pakistan"
1092,Kulung,Nepal,NPL,kle,Vulnerable,कुलुङ; Khulung; Kholung; Kulu Ring,,18686,"Tolsma, Gerard. 2008. Personal communication.

Driem, George van. 2001. Languages of the Himalayas. Volumes 1 and 2. Hand-book of Oriental Studies. Section Two: India. Leiden/Boston/Köln: Brill.

Driem, George van. 2007. 'South Asia and the Middle East', pp. 283-347 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.

ethnologue.com",27.518,86.9375,"Solukhumbu and Saṅkhuvā Sabhā districts in Nepal.
Kulung Rai that migrated to Sikkim, India, can be mainly found in the West District (Zoom, Chakung), South District (Sanghanath-rockland) and East District (Assam Lingjey), according to the CIIL Sikkim survey.

"
617,Kaingang,Brazil,BRA,kgp,Definitely endangered,"Caingangue, Kanhgág",,18500,"Wilma D’Angelis in UNESCO survey: linguistic vitality and diversity - 2008
www.socioambiental.org
 
",-28.1495,-52.4707,"The group lives in the southern region of Brazil in the states of São Paulo, Paraná, Santa Catarina and Rio Grande do Sul. "
1278,Lowland Mazatec,Mexico,MEX,maj,Vulnerable,"ntaxjo, Mazateco de Jalapa de Díaz",,18389,Census 2000 and information provided by INALI,18.0801,-96.5236,"Municipalities of San Felipe Jalapa de Díaz and San Pedro Teutila, state of Oaxaca"
1797,Vafsi,Iran (Islamic Republic of),IRN,vaf,Definitely endangered,,,18000,,34.0867,49.8861,"Vafs, Arak District, Markazi Province, Iran"
1310,Bassari,Senegal,SEN,bsc,Vulnerable,,,17910,"Tucker Childs, Ethnologue, Adjaratou Sall",12.4419,-12.6617,"Spoken in Senegal, Guinea and Guinea-Bissau."
1307,Bayot,Senegal,SEN,bda,Vulnerable,,,17150,"Ethnologue, Adjaratou Sall, Tucker Childs",12.4218,-16.4149,
1142,Pochuri,India,IND,npo,Vulnerable,Pochury,,17000,,25.6712,94.779,"Nagaland, Phek Dt."
1712,Tamahaq (Libya),Libyan Arab Jamahiriya,LBY,thv,Definitely endangered,"Tahaggart, Touareg, Tuareg, Kel Ajjer",,17000,"Jean-maire Cortade, Pere de Foucould, Salem Chaker (INALCO)",24.9611,10.1733,"The language is spoken in west libyan oases around Ghat. It is part of the Kel Ajjer group, spoken also accross the border in Algeria, around Djanet."
276,Swampy Cree,Canada,CAN,csw,Vulnerable,,,16685,"1996 and 2001 Censuses, Statistics Canada; based on the Department of Canadian Heritage customized census retrievals
UNESCO Atlas 2nd edition (Wurm (2001))
Ethnologue: Languages of the World (Gordon, (2005))
http://www.aboriginalcanada.gc.ca/acp/community/site.nsf/index_en.html
http://en.wikipedia.org/wiki/Portal:Contents",53.9849,-97.7626,Spread over 39 communities in Canada
1583,Koraga,India,IND,kfd,Critically endangered,"Koragar(a); Korangi;  Korra; Mu:du
",,16665,,11.6952,75.6738,"Karnataka (South), Kerala and Tamil Nadu"
1684,Oyda,Ethiopia,ETH,oyd,Vulnerable,,,16597,"Census, Alemayehu Abebe",5.9438,36.6503,
1560,Pangvali,India,IND,pgg,Critically endangered,Pangwali; Pangi; Pangwali- Pahari,,16285,,33.4589,76.9152,Himachal Pradesh
654,Shipibo-Conibo,Peru,PER,shp,Definitely endangered,,,16085,"Pozzi-Escot (1998), 'El multilingüismo en el Perú'",-8.4289,-74.6411,"Dptos. Loreto, Ucayali, Huánuco y Madre de  Dios. Distrito de  Yarinacocha   como espacio central."
