,Unnamed: 0,ISO639-3 codes,Name in English_2023,Alternate names_2023,Degree of endangerment_2023,Number of speakers (2023),Language Branch,Comments,Description of language,Countries_2023,Continent,Coordinates,ID,Name in English_2024,Countries_2024,Country codes alpha 3,Degree of endangerment_2024,Alternate names_2024,Name in the language,Number of speakers 2024,Sources,Latitude,Longitude,Description of the location,Speaker Change (%),Speaker Change (absolute)
5859,6449,ike,Inuktitut,ᐃᓄᒃᑎᑐᑦ; Inuit; Eastern Arctic Eskimo; Eastern Canadian Eskimo,"Vulnerable (40 percent certain, based on the evidence available)",30000.0,Eskimo-Aleut; Eskimo; Inuit,"Inuktitut is the collective name for the dialects of Inuit (Eastern Eskimo) spoken on the northern coast of Canada, from the Mackenzie Delta in the west to Labrador in the east.  The dialects of Western Canadian Inuktitut are usually distinguished from Eastern Canadian Inuktitut, the boundary falling between the Central Arctic coast and Baffin Island, but there is no sharp discontinuity. All of the Inuktitut speakers of the newly formed territory of Nunavut, which encompasses dialects belonging to both the Western and Eastern divisions, can understand one another’s speech.",,Canada;,North America,"58.102769,-68.461464",1968,Aivilingmiutut,Canada,CAN,Vulnerable,Eastern Canadian Inuktitut,,1245.0,"1996 and 2001 Censuses, Statistics Canada; based on the Department of Canadian Heritage customized census retrievals
UNESCO Atlas 2nd edition (Wurm (2001))
Ethnologue: Languages of the World (Gordon, (2005))
http://www.aboriginalcanada.gc.ca/acp/community/site.nsf/index_en.html
http://en.wikipedia.org/wiki/Portal:Contents",64.1657,-83.243,Spread over 2 communities in Canada,-95.85000000000001,-28755.0
5860,6449,ike,Inuktitut,ᐃᓄᒃᑎᑐᑦ; Inuit; Eastern Arctic Eskimo; Eastern Canadian Eskimo,"Vulnerable (40 percent certain, based on the evidence available)",30000.0,Eskimo-Aleut; Eskimo; Inuit,"Inuktitut is the collective name for the dialects of Inuit (Eastern Eskimo) spoken on the northern coast of Canada, from the Mackenzie Delta in the west to Labrador in the east.  The dialects of Western Canadian Inuktitut are usually distinguished from Eastern Canadian Inuktitut, the boundary falling between the Central Arctic coast and Baffin Island, but there is no sharp discontinuity. All of the Inuktitut speakers of the newly formed territory of Nunavut, which encompasses dialects belonging to both the Western and Eastern divisions, can understand one another’s speech.",,Canada;,North America,"58.102769,-68.461464",143,North Greenlandic,Greenland (Kingdom of Denmark),GRL,Definitely endangered,"Inuktun, Avanersuaq, Qaanaaq Inuktitut, “Polar Eskimo”, “Thule Eskimo”",,1000.0,Erik Holtved: Remarks on the Polar Eskimo dialect. International Journal of American Linguistics 18 (1952): 20–24.,77.4815,-69.3511,Qaanaaq in the north of Greenland; SIL subsumes North Greenlandic under Greenlandic [kal] on geographic basis,-96.66666666666667,-29000.0
5861,6449,ike,Inuktitut,ᐃᓄᒃᑎᑐᑦ; Inuit; Eastern Arctic Eskimo; Eastern Canadian Eskimo,"Vulnerable (40 percent certain, based on the evidence available)",30000.0,Eskimo-Aleut; Eskimo; Inuit,"Inuktitut is the collective name for the dialects of Inuit (Eastern Eskimo) spoken on the northern coast of Canada, from the Mackenzie Delta in the west to Labrador in the east.  The dialects of Western Canadian Inuktitut are usually distinguished from Eastern Canadian Inuktitut, the boundary falling between the Central Arctic coast and Baffin Island, but there is no sharp discontinuity. All of the Inuktitut speakers of the newly formed territory of Nunavut, which encompasses dialects belonging to both the Western and Eastern divisions, can understand one another’s speech.",,Canada;,North America,"58.102769,-68.461464",2361,Nunatsiavummiutut,Canada,CAN,Definitely endangered,Eastern Canadian Inuktitut,,575.0,"1996 and 2001 Censuses, Statistics Canada; based on the Department of Canadian Heritage customized census retrievals
UNESCO Atlas 2nd edition (Wurm (2001))
Ethnologue: Languages of the World (Gordon, (2005))
http://www.aboriginalcanada.gc.ca/acp/community/site.nsf/index_en.html
http://en.wikipedia.org/wiki/Portal:Contents",56.532,-61.7408,Spread over 7 communities in Canada,-98.08333333333333,-29425.0
5862,6449,ike,Inuktitut,ᐃᓄᒃᑎᑐᑦ; Inuit; Eastern Arctic Eskimo; Eastern Canadian Eskimo,"Vulnerable (40 percent certain, based on the evidence available)",30000.0,Eskimo-Aleut; Eskimo; Inuit,"Inuktitut is the collective name for the dialects of Inuit (Eastern Eskimo) spoken on the northern coast of Canada, from the Mackenzie Delta in the west to Labrador in the east.  The dialects of Western Canadian Inuktitut are usually distinguished from Eastern Canadian Inuktitut, the boundary falling between the Central Arctic coast and Baffin Island, but there is no sharp discontinuity. All of the Inuktitut speakers of the newly formed territory of Nunavut, which encompasses dialects belonging to both the Western and Eastern divisions, can understand one another’s speech.",,Canada;,North America,"58.102769,-68.461464",2398,Rigolet Inuktitut,Canada,CAN,Critically endangered,,,,"1996 and 2001 Censuses, Statistics Canada; based on the Department of Canadian Heritage customized census retrievals
UNESCO Atlas 2nd edition (Wurm (2001))
Ethnologue: Languages of the World (Gordon, (2005))
http://www.aboriginalcanada.gc.ca/acp/community/site.nsf/index_en.html
http://en.wikipedia.org/wiki/Portal:Contents",54.1772,-58.4218,,,
5863,2026,iqu,Iquito,Iquita; Ikito; Amacacore; Hamacore; Quiturran; Puca-Uma; Ikitu,"Critically Endangered (100 percent certain, based on the evidence available)",42.0,Zaparoan,,Kaufman (2007:69) has Iquito-Cahuarano as a single language; others have the 2 as separate languages.,Peru;,South America,"-3.25,-74.0",727,Iquito,Peru,PER,Critically endangered,,,25.0,,-3.6449,-74.1577,"Departamento de  Loreto,  Provincia de  Maynas, distrito de  Alto Nanay, aldea de  San Antonio de Pintoyaco",-40.476190476190474,-17.0
5864,3271,irn,Irantxe,Iranshe; Iranxe; Irntxe; Iranche; Mynky; Münkü; Menki; Manoki; Myky; Irántxe,,100.0,Isolate; South American,,,Brazil;,South America,"-13.0,-58.0",1868,Myky,Brazil,BRA,Vulnerable,"Munku, Menku, Menky Manoki",,350.0,www.socioambiental.org,-12.5331,-59.5019,dialect of the same language as Irantxe,100.0,250.0
5865,3271,irn,Irantxe,Iranshe; Iranxe; Irntxe; Iranche; Mynky; Münkü; Menki; Manoki; Myky; Irántxe,,100.0,Isolate; South American,,,Brazil;,South America,"-13.0,-58.0",1867,Iranxe,Brazil,BRA,Critically endangered,"Irantxe, Manoki",,10.0,www.socioambiental.org,-12.6939,-57.843,,-90.0,-90.0
5866,3437,gle,Irish,Gaeilge; Irish Gaelic; Erse; Gadhelisch;,"Endangered (100 percent certain, based on the evidence available)",30000.0,Indo-European; Celtic; Goidelic,,,United Kingdom;Ireland;,Europe,"52.5,-9.0",362,Irish,"Ireland, United Kingdom of Great Britain and Northern Ireland","IRL, GBR",Definitely endangered,Irish Gaelic,,44000.0,"Gearóid Mac Eoin: Irish. — The Celtic languages. Edited by Martin J. Ball with James Fife. London and New York: Routledge, 1993. 101–144.",53.7876,-9.1845,"four principal areas in the west, two in Donegal County, one each in Galway and Kerry counties, plus eight small pockets, also in Mayo, Cork, and Waterford counties; formerly also in Northern Ireland",46.666666666666664,14000.0
5867,5625,iru,Irula,Iruḷa; Eravallan; Erukala; Irava; Irulan; Irular; Irular Mozhi; Irulavan; Iruliga; Iruligar; Kad Chensu; Korava;,"Threatened (20 percent certain, based on the evidence available)",5000.0,Dravidian; South Dravidian,,,India;,South Asia,"11.4369,76.5032",1570,Irula,India,IND,Vulnerable,Eravallan; Erukala; Irava; Irulan; Irular; Irular Mozhi; Irulavan; Iruliga; Iruligar; Kad Chensu; Korava,,200000.0,,11.4369,76.5032,"Tamil Nadu, Kerala, Karnataka and Andhra Pradesh",100.0,195000.0
5868,2831,agk,Isarog Agta,Bikol;,"Critically Endangered (20 percent certain, based on the evidence available)",6.0,Austronesian; Malayo-Polynesian; Greater Central Philippine; Bikol,,,Philippines;,Southeast Asia,"13.6805,123.3805",2200,Isarog Agta,Philippines,PHL,Critically endangered,,,5.0,,13.6805,123.3805,,-16.666666666666664,-1.0
5869,3440,ist,Istriot,,"Severely Endangered (60 percent certain, based on the evidence available)",400.0,Indo-European; Italic; Romance; Western Romance,,,Croatia;,Europe,"45.0541,13.7246",363,Istriot,Croatia,HRV,Severely endangered,,,400.0,"Goran Filipi: Istriotisch. — Lexikon der Sprachen des europäischen Ostens. Herausgegeben von Miloš Okuka unter Mitwirkung von Gerald Krenn. Wieser Enzyklopädie des europäischen Ostens 10; Klagenfurt: Wieser, 2002. 87–89.",45.0541,13.7246,"the towns of Rovinj (Rovigno), Vodnjan (Dignano), Bale (Valle), Fažana (Fasana), Galižana (Gallesano) and Šišan (Sissano) in the southwest of the Istrian peninsula",0.0,0.0
5870,3442,ruo,Istro Romanian,"Istro-Romanian; Other Roumanian Lects; Istro-Rumanian; Romanian, Istro","Endangered (60 percent certain, based on the evidence available)",300.0,Indo-European; Italic; Romance; Eastern Romance,,,Croatia;,Europe,"45.3907,14.436",364,Istro-Romanian,Croatia,HRV,Severely endangered,Istrio-Romanian,,300.0,"Goran Filipi: Istrorumänisch. — Lexikon der Sprachen des europäischen Ostens. Herausgegeben von Miloš Okuka unter Mitwirkung von Gerald Krenn. Wieser Enzyklopädie des europäischen Ostens 10; Klagenfurt: Wieser, 2002. 91–96.",45.3907,14.436,"the village of Žejane to the north of Učka mountain and a few villages, notably Sušnjevica, to the south of it in Kršan municipality, in the northeast of the Istrian peninsula",0.0,0.0
5871,549,szv,Isubu,Su; Isu; Isuwu; Suwu; Subu; Bimbia;,"Endangered (20 percent certain, based on the evidence available)",800.0,Niger-Congo; Atlantic-Congo; Benue-Congo; Southern Bantoid,,,Cameroon;,Africa,"3.955366, 9.244283",34,Isu,Cameroon,CMR,Severely endangered,Isuwu,,800.0,Ethnologue,4.0094,9.5745,,0.0,0.0
5872,1062,itl,Itelmen,ительменский язык; Itənmən; Kamchadal; Itelymem;  итэнмэн; камчадальский язык; Итәнмән’ин крвэӆхатас,"Severely Endangered (20 percent certain, based on the evidence available)",20.0,Chukotko-Kamchatkan; Kamchatkan,,"The ethnonym Kamchadal is also used to refer to the old Russian-speaking immigrant population of Kamchatka, which may or may not have absorbed Itelmen-speaking elements in the past.",Russia;,Caucasus;Europe;East Asia,"57.0,157.5",476,Itelmen,Russian Federation,RUS,Critically endangered,,,100.0,"А. П. Володин: Ительменский язык. — Языки мира: Палеоазиатские языки. Москва: Индрик, 1997. 60–71. | В. Ю. Гусев: Ительменский язык http://lingsib.unesco.ru/ru/languages/itelmen.shtml.htm",57.1496,156.9012,"a small pocket on the western coast of central Kamchatka, mainly in the villages of Kovran and Upper Khayryuzovo in the south of Tigil’ County in the southern corner of Koryak Autonomous District",100.0,80.0
5873,2911,ite,Itene,Iteneo; Iténez; Moré; More; Maré; Iten; Guarayo; Itenez;,"Severely Endangered (20 percent certain, based on the evidence available)",44.0,Chapacuran; Central Chapacuran,,,Bolivia;,South America,"-12.0822,-64.9731",1924,Moré,Bolivia (Plurinational State of),BOL,Critically endangered,Itenez,,76.0,"Crevels, in Crevels et al. (2002), Current Studies on South American Languages.",-12.0822,-64.9731,,72.72727272727273,32.0
5874,4312,itr,Iteri,Alowiemino; Iyo; Laro; Rocky Peak; Yinibu,"Endangered (20 percent certain, based on the evidence available)",447.0,Left May,,"Laycock (1973) lists two separate languages--Yinibu (Rocky Peak) and Iyo--athough he writes that Iyo may be the same language as Yinibu. According to Årsjö (1999), Rocky Peak is a dialect of Iteri.",Papua New Guinea;,Pacific,"-4.0807, 141.5039",1939,Iteri,Papua New Guinea,PNG,Severely endangered,,,90.0,Grimes 2000,-4.0807,141.5039,Sandaun (West Sepik) Province,-79.86577181208054,-357.0
5875,2914,ito,Itonama,Saramo; Machoto;,"Critically Endangered (60 percent certain, based on the evidence available)",1.0,Isolate; South American,,,Bolivia;,South America,"-12.8333333333,-64.3333333333",606,Itonama,Bolivia (Plurinational State of),BOL,Critically endangered,Sihnipadara,,5.0,"Crevels et alii, 'Current Studies on South American Languages'  (2002)
Crevels, Mily , ""Itonama o Sihnipadara, Lengua no clasificada de la Amazonía Boliviana"". Estudios de Lingüística 16 (2002)
Albó, 'Bolivia plurilingüe' (1995)",-13.6246,-63.5668,"Magdalena and Huacaraje, province of Iténez, department of Beni",100.0,4.0
5876,2996,itz,Itza',Itz; Itzá; Itzaj; Petén Itzá Maya; Yucatec Maya; Icaiche Maya; Maya;,"Severely Endangered (20 percent certain, based on the evidence available)",12.0,Mayan; Yucatecan,,,Guatemala;,"Mexico, Central America, Caribbean","17.03, -89.87",1788,Itzá,Guatemala,GTM,Critically endangered,Icaiche Maya,,1094.0,XI Censo Nacional de Población por number of speakers and names of languages; contributor H. Antonio García Zúñiga consulted Ethnologue for some locations,16.9838,-89.899,San José Petén,100.0,1082.0
5877,981,ibd,Iwaidja,Iwaydja; Iwaidji; Ibadjo; Eiwaja; Jiwadja; Limba; Karadjee; Jiwaidja; Iwaiji; Eaewandja; Unalla; Limbakaraja; Eaewardja; Eaewarga; Eae-warge-ga; Iwaija; Iwaja; Iyi; Ji:wadja; Juwadja; Limba-Karadjee; Tarula; Uwaidja; Yiwadya; Yiwayja;,"Endangered (20 percent certain, based on the evidence available)",150.0,Iwaidjan,"Note on Australian languages with no known speakers: For some languages, we haven't been able to confirm speaker numbers. In other cases, there isn't anyone who has grown up speaking the language, but there are still people who identify with the language, and who are working to revitalize their languages. We've chosen to include these languages in the Catalogue for this reason.","Most of the languages of the group are extinct or threatened with imminent extinction, and only two – Iwaidja and Maung – have speech communities large enough to ensure daily use by a full age range including children. (DoBeS)",Australia;,Australia,"-11.4407565,132.5594586",191,Iwaidja,Australia,AUS,Vulnerable,"Iwaydja, Iwaidji, Ibadjo, Eiwaja, Jiwadja, Limba, Karadjee",,200.0,,-11.4592,132.55,,33.33333333333333,50.0
5878,2057,ixc,Ixcatec,Ixcateco; Ixcatec; Iskateko,"Critically Endangered (20 percent certain, based on the evidence available)",9.0,Otomanguean; Popolocan,,,Mexico;,"Mexico, Central America, Caribbean","17.8333333333,-97.1666666667",1265,Ixcatec,Mexico,MEX,Critically endangered,xwja,,21.0,Census 2000 and information provided by INALI,17.8493,-97.181,"Locality of Santa María Ixcatlán in the municipality of Santa María Ixcatlán, state of Oaxaca",100.0,12.0
5879,4939,otz,Ixtenco Otomí,"Yühmü; Ixtenco; Otomi, Ixtenco; Southeastern Otomí; Otomi; Otomí;","Endangered (20 percent certain, based on the evidence available)",740.0,Otomanguean; Otopamean,,"Ethnologue has 9 Otomí languages:
Otomi, Eastern Highland  [otm] 
Otomi, Estado de México  [ots] 
Otomi, Ixtenco  [otz] 
Otomi, Mezquital  [ote] 
Otomi, Querétaro  [otq] 
Otomi, Temoaya  [ott] 
Otomi, Tenango  [otn] 
Otomi, Texcatepec  [otx 
Otomi, Tilapa  [otl].
INALI also has 9 ""variantes"" of Otomí. 
",Mexico;,"Mexico, Central America, Caribbean","19.145862, -97.533929",935,Ixtenco Otomí,Mexico,MEX,Severely endangered,yühmú,,461.0,Census 2000,19.2495,-97.8943,"Ixtenco, state of Tlaxcala",-37.7027027027027,-279.0
5880,558,yko,Iyasa,"Yasa; Iyassa; Yassa; Iyaasa; Maasa; Bongwe; ""Ndowe"";","Threatened (100 percent certain, based on the evidence available)",3000.0,Niger-Congo; Atlantic-Congo; Benue-Congo; Southern Bantoid,,May be mutually intelligible with Kombe [nui]. ,Gabon;Cameroon;Equatorial Guinea;,Africa,"2.377154, 9.829789",1749,Yasa,"Cameroon, Equatorial Guinea","CMR, GNQ",Definitely endangered,,,2401.0,Ethnologue,2.3284,9.8464,,-19.966666666666665,-599.0
5881,550,uiv,Iyive,Uive; Yiive; Ndir; Asumbo;,"Endangered (20 percent certain, based on the evidence available)",1000.0,Niger-Congo; Atlantic-Congo; Benue-Congo; Southern Bantoid,,,Nigeria;Cameroon;,Africa,"6.4354,9.5278",1410,Iyive,Cameroon,CMR,Severely endangered,,,1000.0,Ethnologue,6.4354,9.5278,,0.0,0.0
5882,3267,jbt,Jabutí,Yabutí; Jabotí; Djeoromitxi; Jeoromitxi; Kipiu; Quipiu,"Severely Endangered (20 percent certain, based on the evidence available)",50.0,Jabutian,,,Brazil;,South America,"-12.25,-62.25",1616,Djeoromitxi,Brazil,BRA,Severely endangered,"Jeoromitxi, Jabuti",,30.0,"Moore, 2008, IBGE databank 
Moore, 2008, Scientific American (Brasil)",-12.05,-64.6655,,-40.0,-20.0
5883,4321,jda,Jad,Bhotia; Dzad,"Endangered (40 percent certain, based on the evidence available)",2000.0,Sino-Tibetan; Bodish,,,Pakistan;India;,South Asia,"30.645,78.3627",2717,Jad,"India, Pakistan","IND, PAK",Definitely endangered,Jād,,, van Driem 2001 (855-856),30.645,78.3627,"Bagorā village, 3 km south of Harsil, and in Ḍuṇdā village, just 17 km south of Uttarkāśī, on the banks of the Bhāgīrathī, as well as in some other villages.",,
5884,1264,jah,Jah Hut,Jah Het; Eastern Sakai; Ost-Sakai,"Threatened (20 percent certain, based on the evidence available)",100.0,Austro-Asiatic; Aslian; Jah Hut,,,Malaysia;,Southeast Asia,"3.6452,102.3065",2291,Jah Hut,Malaysia,MYS,Severely endangered,,,1500.0,Bradley 2007,3.6452,102.3065,,100.0,1400.0
5885,1263,jhi,Jahai,Jehai; Pangan; Jehehr; Pangan-Dialekte,"Threatened (20 percent certain, based on the evidence available)",100.0,"Austro-Asiatic; Aslian; North Aslian; Menraq-Batek
",,Terms which include 'Pangan' tend to refer historically to a wider group of Northern Aslian speaker; they are outdated and derogatory.,Malaysia;,Southeast Asia,"5.75,101.5",2469,Jahai,Malaysia,MYS,Critically endangered,,,,,5.3597,101.7763,,,
6150,4315,jak,Jakun,Jaku'd; Jakud'n; Jakoon; Djakun; Orang Hulu;,"Vulnerable (20 percent certain, based on the evidence available)",10000.0,Austronesian; Malayo-Polynesian; Malayo-Chamic; Malayic,,,Malaysia;,Southeast Asia,"1.8871,103.984",2283,Orang Hulu,Malaysia,MYS,Definitely endangered,Jakun,,10000.0,Bradley 2007,1.8871,103.984,,0.0,0.0
6151,2924,jaa,Jamamadí,Yamamadi; Jamamadi; Yamadi; Yamamadí; Kanamanti; Canamanti; Madi;,"Endangered (20 percent certain, based on the evidence available)",980.0,Arawan,,"Some other groups are called ""Jamamadí"", which is confusing.
Kaufman (2007:67) has a ""Jamamadí language area"" with 4 ""emergent languages"": Jamamadí, Kanamantí, Jarawara, Banawá. 
Crevels (2012:182) distinguishes Jarawara (180 speakers) from Jamamadí (800 speakers).
Dixon (1999:295) has only Madi (Jarawara [Jarauára, Jaruára], Jamamadi, Banawá [Banivá, Baniwá-Jafí,Kitiya, Banavá, Banauá, Jafí]).",Brazil;,South America,"-7.5,-65.5",1772,Jamamadí,Brazil,BRA,Vulnerable,"Yamamadi, Kanamanti",,800.0,"Databank Moore, 2008.",-9.0424,-68.3789,,-18.367346938775512,-180.0
